league,player,team,season,pos,age,minutes,nineties,goals_per90,assists_per90,ga_per90,shots_per90,sot_per90,g_per_sh,crosses_per90,fouls_drawn_per90,fouls_committed_per90,offsides_per90,season_end_year,us_position,us_minutes,npxg,xg,xa,np_goals,goals_us,key_passes,shots_us,xg_chain,xg_buildup,npxg_per90,xa_per90,npxg_xa_per90,key_passes_per90,key_passes_per100,goals_minus_npxg,goals_minus_npxg_per90,npxg_per_shot,in_bundesliga,crosses_per90_z,fouls_drawn_per90_z,sot_per90_z,npxg_xa_per90_z,winger_score,likely_winger,side_review,sofifa_player_id,fc_overall,fc_potential,fc_age,fc_value_eur,fc_pos,fifa_edition,sofifa_update,sofifa_version_id
GER-Bundesliga,Florian Neuhaus,Gladbach,2324,MF,26,1224,13.6,0.22,0.15,0.37,2.79,1.18,0.08,0.7352941176470589,1.3235294117647058,0.6617647058823529,0.0,2024,,,,,,,,,,,,,,,,,,,,True,-0.67922551028601,-0.0802027923795796,0.6939820896280046,,-0.0218154043458616,False,,234943.0,79.0,82.0,26.0,23000000.0,CM,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Patrick Wimmer,Wolfsburg,2425,"MF,FW",23,1770,19.7,0.15,0.2,0.36,2.14,0.51,0.07,2.233502538071066,2.030456852791878,1.7766497461928934,0.3045685279187817,2025,F M S,1815.0,4.3263805359601974,4.3263805359601974,3.0010927617549896,3.0,3.0,24.0,42.0,11.253519002348185,6.853250550106168,0.2145312662459602,0.1488145171118176,0.3633457833577778,1.1900826446280992,1.322314049586777,-1.3263805359601974,-0.0657709356674478,0.1030090603800047,True,0.1512055866699462,1.0000042413849666,-0.8638228426004498,-0.3765944666106035,-0.0223018702890351,False,,254566.0,77.0,83.0,23.0,16500000.0,RM,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Emil Forsberg,RB Leipzig,1920,MF,27,1141,12.7,0.24,0.16,0.39,2.13,0.79,0.11,1.8897637795275593,1.4960629921259845,0.9448818897637796,0.0787401574803149,2020,,,,,,,,,,,,,,,,,,,,True,-0.0393228808197622,0.1834338642991217,-0.2127998858482598,,-0.0228963007896334,False,,208448.0,82.0,83.0,27.0,25500000.0,CAM,FIFA 20,"Aug 20, 2019",200001.0
ITA-Serie A,Justin Kluivert,Roma,1819,"MF,FW",19,1341,14.9,0.07,0.4,0.47,1.41,0.47,0.05,4.563758389261745,1.4765100671140938,1.6778523489932886,0.1342281879194631,2019,F M S,1330.0,1.4721349123865366,1.4721349123865366,2.7935261856764555,1.0,1.0,36.0,21.0,5.598799526691437,2.475431806407869,0.0996181519660062,0.1890356065495345,0.2886537585155408,2.43609022556391,2.706766917293233,-0.4721349123865366,-0.0319489790336754,0.0701016624945969,False,1.4428262292402596,0.1535563890410875,-0.9568261221364772,-0.7317493002486293,-0.0230482010259397,False,,236920.0,75.0,86.0,19.0,11000000.0,LW,FIFA 19,"Aug 21, 2018",190002.0
GER-Bundesliga,Davie Selke,Hertha BSC,1819,"FW,MF",23,1739,19.3,0.16,0.26,0.41,2.33,1.09,0.07,1.0362694300518134,1.3471502590673574,1.450777202072539,0.7253886010362695,2019,,,,,,,,,,,,,,,,,,,,True,-0.5124000837100422,-0.0441094058182538,0.4847247106719438,,-0.023928259618784,False,,212626.0,77.0,83.0,23.0,12500000.0,ST,FIFA 19,"Aug 21, 2018",190002.0
ITA-Serie A,Randal Kolo Muani,Juventus,2425,FW,25,1160,12.9,0.54,0.08,0.62,2.02,1.09,0.27,0.6201550387596899,1.550387596899225,2.093023255813953,0.4651162790697674,2025,F M S,1175.0,4.046060346066952,4.807359151542187,1.422960128635168,7.0,8.0,17.0,26.0,6.10349890217185,1.3632007539272308,0.3099110052306601,0.1089926907039703,0.4189036959346304,1.3021276595744682,1.446808510638298,2.953939653933048,0.2262592075352973,0.1556177056179596,False,-0.7430451166101262,0.2664435436196304,0.4847247106719438,-0.1124208652095853,-0.0260744318820343,False,,,,,,,,,,
GER-Bundesliga,Arne Maier,Augsburg,2324,"MF,FW",24,1003,11.1,0.18,0.36,0.54,1.97,0.45,0.09,7.477477477477477,0.3603603603603604,0.3603603603603604,0.0,2024,M S,981.0,1.1951006520539522,1.1951006520539522,2.2151197511702776,2.0,2.0,27.0,22.0,4.211874397471547,2.5746523663401604,0.1096422616563258,0.2032219955202089,0.3128642571765348,2.477064220183486,2.752293577981652,0.8048993479460478,0.0738439768757842,0.0543227569115432,True,3.0578504846530796,-1.551954946348248,-1.0033277619044907,-0.6166302411201547,-0.0285156161799534,False,,237629.0,75.0,80.0,24.0,8500000.0,RM,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Simon Terodde,Schalke 04,2223,FW,34,1823,20.3,0.25,0.0,0.25,2.17,0.99,0.11,0.0985221674876847,1.773399014778325,1.8226600985221677,1.2807881773399017,2023,F S,1839.0,6.50373325869441,7.261510234326124,2.744606046937406,5.0,5.0,22.0,44.0,9.771421328186989,1.4725315291434526,0.318290371551113,0.1343200349235272,0.4526104064746403,1.0766721044045675,1.1963023382272977,-1.5037332586944103,-0.0735921660046204,0.147812119515782,True,-1.032177223727841,0.607211900061956,0.2522165118318757,0.0478519510597205,-0.0312242151935721,False,,183714.0,76.0,76.0,34.0,3600000.0,ST,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Victor Boniface,Leverkusen,2425,FW,23,1008,11.2,0.71,0.09,0.8,4.55,1.61,0.16,0.5357142857142857,0.7142857142857143,1.25,0.5357142857142857,2025,,,,,,,,,,,,,,,,,,,,True,-0.7898491701872892,-1.0111460393092602,1.6937673446402963,,-0.0357426216187509,False,,247679.0,82.0,88.0,23.0,48500000.0,ST,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Marius Wolf,Köln,2021,"MF,DF",25,2551,28.3,0.07,0.07,0.14,1.45,0.39,0.05,2.2614840989399294,1.9434628975265016,0.9540636042402828,0.2473498233215547,2021,,,,,,,,,,,,,,,,,,,,True,0.1667152834318252,0.8670747822652071,-1.1428326812085312,,-0.0363475385038329,False,,,,,,,,,,
GER-Bundesliga,Armindo Sieb,Mainz 05,2425,"MF,FW",21,762,8.5,0.24,0.24,0.47,3.43,0.83,0.07,0.7058823529411765,1.5294117647058822,1.5294117647058822,1.1764705882352942,2025,F M S,721.0,2.6843516025692225,2.6843516025692225,1.592657197266817,2.0,2.0,9.0,29.0,5.169475324451923,2.2326724492013454,0.3350785634275035,0.1988060301720021,0.5338845935995057,1.1234396671289877,1.248266296809986,-0.6843516025692225,-0.0854253040655062,0.0925638483644559,True,-0.6955279443767248,0.2343918221001054,-0.1197966063122328,0.4343044601243127,-0.0366570671161348,False,,259162.0,71.0,80.0,21.0,4200000.0,ST,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Josip Brekalo,Wolfsburg,2021,"MF,FW",22,1814,20.2,0.35,0.15,0.5,2.33,1.04,0.15,2.9207920792079207,0.7920792079207921,0.396039603960396,0.099009900990099,2021,F M S,1840.0,4.4268175438046455,4.4268175438046455,3.947897493839264,7.0,7.0,37.0,47.0,10.59905712865293,4.949749119579792,0.2165291189904446,0.193103681763877,0.4096328007543217,1.8097826086956523,2.010869565217391,2.5731824561953545,0.1258621853573814,0.0941876073149924,True,0.5321583298210676,-0.8922751706333637,0.3684706112519098,-0.1565032587769401,-0.0370373720843316,False,,234711.0,76.0,83.0,22.0,15000000.0,LM,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Alexander Bernhardsson,Holstein Kiel,2425,"FW,MF",25,1263,14.0,0.5,0.14,0.64,1.92,1.0,0.26,2.4285714285714284,1.0714285714285714,1.5,0.1428571428571428,2025,F M S,1288.0,3.981335630640387,3.981335630640387,1.6960009150207045,7.0,7.0,15.0,27.0,7.800582721829414,2.906135031953454,0.2781989182900892,0.1185093807079684,0.3967082989980576,1.0481366459627328,1.1645962732919255,3.0186643693596125,0.2109315164925194,0.1474568752089032,True,0.2593289095080011,-0.4654206876608267,0.2754673317158825,-0.2179582706178381,-0.0371456792636952,False,,255459.0,68.0,70.0,25.0,1500000.0,RM,FC 25,"Aug 7, 2024",250001.0
FRA-Ligue 1,Mathias Pereira Lage,Angers,1920,MF,22,1542,17.1,0.06,0.18,0.23,2.04,0.58,0.03,2.923976608187134,1.4035087719298245,2.1052631578947367,0.1169590643274853,2020,,,,,,,,,,,,,,,,,,,,False,0.5339234593300499,0.0420081480824534,-0.7010671034124025,,-0.0417118319999663,False,,,,,,,,,,
GER-Bundesliga,Sébastien Haller,Dortmund,2223,FW,28,1225,13.6,0.66,0.22,0.88,2.5,1.47,0.26,0.2205882352941176,1.0294117647058825,0.9558823529411764,0.3676470588235294,2023,,,,,,,,,,,,,,,,,,,,True,-0.9645181068735196,-0.5296236702077011,1.3682558662642013,,-0.0419619702723398,False,,205693.0,82.0,82.0,28.0,31000000.0,ST,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Milot Rashica,Werder Bremen,2021,"MF,FW",24,1462,16.2,0.12,0.12,0.25,2.65,0.92,0.05,3.0864197530864197,1.2962962962962965,0.925925925925926,0.2469135802469136,2021,F M S,1453.0,2.932213205844164,3.689990196377039,1.6211802242323756,2.0,3.0,19.0,43.0,6.568546002730727,2.9783032834529877,0.1816236672580693,0.1004172196702779,0.2820408869283472,1.1768754301445286,1.307639366827254,-0.932213205844164,-0.0577420430323294,0.0681910047870735,True,0.6239628938791574,-0.1218158366229241,0.0894607726438283,-0.7631929960565822,-0.0428962915391301,False,,229167.0,79.0,85.0,24.0,28000000.0,CF,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Justin Njinmah,Werder Bremen,2526,"FW,MF",24,1947,21.6,0.23,0.0,0.23,2.87,1.06,0.08,1.574074074074074,1.1574074074074074,0.3703703703703703,0.9259259259259258,2026,,,,,,,,,,,,,,,,,,,,True,-0.2143042417730314,-0.3340423622639815,0.4149722510199233,,-0.0444581176723632,False,,266183.0,73.0,80.0,24.0,6000000.0,ST,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Samuel Mbangula,Werder Bremen,2526,"MF,FW",21,1171,13.0,0.23,0.15,0.38,1.31,0.61,0.18,1.7692307692307692,1.7692307692307692,0.3076923076923077,0.3076923076923077,2026,,,,,,,,,,,,,,,,,,,,True,-0.1061322503278038,0.6008426917138048,-0.631314643760382,,-0.0455347341247937,False,,74566.0,72.0,84.0,21.0,6000000.0,LM,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Daniel Caligiuri,Schalke 04,1920,MF,31,2293,25.5,0.04,0.08,0.12,1.73,0.47,0.02,4.784313725490196,1.607843137254902,0.9803921568627452,0.0392156862745098,2020,D F M S,2306.0,2.1673430055379868,2.925119623541832,2.9795832014642656,1.0,2.0,38.0,44.0,4.575943438336253,2.0344440806657076,0.0845884087157063,0.1162890234743208,0.2008774321900271,1.4830875975715525,1.647875108412836,-1.1673430055379868,-0.0455597877269812,0.0492577955804087,True,1.565076249535732,0.3542373895209382,-0.9568261221364772,-1.149118981139465,-0.046657866054818,False,,197083.0,79.0,79.0,31.0,9000000.0,RWB,FIFA 20,"Aug 20, 2019",200001.0
ESP-La Liga,Alexander Sørloth,Real Sociedad,2223,FW,26,2386,26.5,0.45,0.11,0.57,2.38,1.06,0.19,0.3396226415094339,0.6037735849056604,1.2075471698113207,0.6415094339622641,2023,F S,2411.0,15.474885508418083,15.474885508418083,4.683027924969792,12.0,12.0,31.0,63.0,21.82136031612754,4.321957105770707,0.5776605955029562,0.1748123240345422,0.7524729195374985,1.157196184155952,1.2857735379510575,-3.474885508418083,-0.1297136855071039,0.2456331033082235,False,-0.8985393877705322,-1.180011997177832,0.4149722510199233,1.4736751385561346,-0.0474759988430765,False,,,,,,,,,,
GER-Bundesliga,Lucas Alario,Leverkusen,1920,FW,26,1174,13.0,0.46,0.08,0.54,3.76,1.46,0.12,0.3076923076923077,1.0,1.7692307692307692,1.3846153846153846,2020,,,,,,,,,,,,,,,,,,,,True,-0.9162378212971718,-0.5745657579905133,1.3450050463801946,,-0.0485995109691635,False,,215353.0,79.0,82.0,26.0,16000000.0,ST,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Christian Kofane,Leverkusen,2526,FW,19,1239,13.8,0.36,0.29,0.65,3.34,1.38,0.11,0.0,1.2318840579710144,2.1739130434782608,0.217391304347826,2026,,,,,,,,,,,,,,,,,,,,True,-1.0867863625538807,-0.2202397325724001,1.15899848730814,,-0.0493425359393802,False,,76416.0,68.0,84.0,18.0,3100000.0,ST,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Mario Götze,Dortmund,1819,"FW,MF",26,1674,18.6,0.38,0.38,0.75,1.56,0.91,0.24,1.5053763440860215,1.3978494623655913,1.129032258064516,0.5913978494623655,2019,,,,,,,,,,,,,,,,,,,,True,-0.2523822090936377,0.0333605477167735,0.0662099527598215,,-0.0509372362056808,False,,192318.0,82.0,85.0,26.0,27000000.0,CM,FIFA 19,"Aug 21, 2018",190002.0
GER-Bundesliga,Alassane Pléa,Gladbach,2425,MF,31,1902,21.1,0.47,0.19,0.66,1.99,0.66,0.24,2.0853080568720377,1.5639810426540284,0.8530805687203791,0.3791469194312796,2025,,,,,,,,,,,,,,,,,,,,True,0.0690639407498817,0.287214749920662,-0.5150605443403481,,-0.0529272845566014,False,,206467.0,77.0,77.0,31.0,9000000.0,ST,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Christoph Baumgartner,Hoffenheim,2021,"MF,FW",20,2369,26.3,0.23,0.11,0.34,2.36,0.84,0.1,0.8365019011406843,2.0152091254752853,2.623574144486692,0.0380228136882129,2021,F M S,2393.0,5.605290146544576,5.605290146544576,3.540220429189503,6.0,6.0,34.0,61.0,14.06340174935758,8.4560822006315,0.2108132524818269,0.1331466103748664,0.3439598628566933,1.2787296280819056,1.420810697868784,0.3947098534554243,0.0148449171796858,0.0918900024023701,True,-0.6231277808103564,0.976705241600243,-0.096545786428226,-0.4687730276420526,-0.052935338320098,False,,242187.0,75.0,84.0,20.0,12500000.0,CAM,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Philipp Max,Augsburg,1920,"DF,MF",25,2706,30.1,0.23,0.2,0.43,1.2,0.43,0.19,7.176079734219269,0.5647840531561461,0.4318936877076412,0.1328903654485049,2020,D M,2722.0,2.6995751983486116,3.4573481804691255,5.4739424381405115,7.0,8.0,59.0,36.0,10.657618255820124,5.777448889799416,0.0892585480717762,0.1809900144866444,0.2702485625584206,1.9507714915503307,2.1675238795003673,4.300424801651388,0.1421889170274154,0.0749881999541281,True,2.890790911938137,-1.239589209766744,-1.0498294016725045,-0.8192645915000439,-0.0544730727502888,False,,212187.0,77.0,80.0,25.0,10000000.0,LB,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Marius Bülter,Hoffenheim,2324,MF,30,1351,15.0,0.07,0.27,0.33,1.4,0.4,0.05,4.933333333333334,1.1333333333333333,0.8666666666666667,0.2666666666666666,2024,D F M S,1331.0,1.8945992104709148,1.8945992104709148,3.4703396894037724,1.0,1.0,22.0,22.0,9.166707267053424,5.122026624158025,0.1281096385742917,0.2346585815524714,0.3627682201267632,1.487603305785124,1.6528925619834711,-0.8945992104709148,-0.0604913064931497,0.0861181459304961,True,1.6476752489286874,-0.3708282933750982,-1.1195818613245243,-0.3793407353542841,-0.0555189102813048,False,,244390.0,75.0,75.0,30.0,5500000.0,LM,FC 24,"Aug 11, 2023",240001.0
ENG-Premier League,Brenden Aaronson,Leeds United,2526,"MF,FW",24,2449,27.2,0.15,0.18,0.33,1.73,0.62,0.09,1.3602941176470589,1.875,0.7352941176470589,0.1838235294117647,2026,,,,,,,,,,,,,,,,,,,,False,-0.3327987858583197,0.7624613535481486,-0.6080638238763753,,-0.0594670853955154,False,,,,,,,,,,
ESP-La Liga,Alexander Sørloth,Atlético Madrid,2526,FW,29,1980,22.0,0.59,0.0,0.59,3.09,1.59,0.19,0.4545454545454545,0.7272727272727273,1.3636363636363635,0.5,2026,,,,,,,,,,,,,,,,,,,,False,-0.834839653879197,-0.9913014810674988,1.647265704872283,,-0.0596251433581377,False,,,,,,,,,,
GER-Bundesliga,Daichi Kamada,Eintracht Frankfurt,2021,MF,23,2356,26.2,0.19,0.46,0.65,1.45,0.46,0.13,3.5877862595419847,1.1450381679389314,1.5267175572519085,0.2671755725190839,2021,D F M S,2383.0,6.00184902921319,6.00184902921319,6.787548180669546,5.0,5.0,55.0,38.0,19.099796313792467,9.384855227544904,0.226674952844812,0.2563488612086694,0.4830238140534814,2.0772135963071756,2.308015107007973,-1.00184902921319,-0.0378373531805233,0.1579433955056102,True,0.9018617043898066,-0.3529429434279432,-0.9800769420204838,0.1924653650332129,-0.0596732040063518,False,,232730.0,76.0,80.0,23.0,11000000.0,CAM,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Dodi Lukebakio,Hertha BSC,1920,"MF,FW",21,2031,22.6,0.31,0.27,0.58,1.77,0.8,0.18,2.47787610619469,1.1946902654867255,1.1504424778761062,0.4424778761061946,2020,,,,,,,,,,,,,,,,,,,,True,0.2866576422567848,-0.2770729999237569,-0.189549065964253,,-0.0599881412104084,False,,231416.0,75.0,82.0,21.0,9500000.0,ST,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Shuto Machino,Holstein Kiel,2425,"FW,MF",24,1953,21.7,0.41,0.09,0.51,2.35,1.06,0.18,1.5207373271889402,1.152073732718894,0.9216589861751152,0.4147465437788019,2025,F M S,1901.0,6.73748121317476,8.25303456094116,2.2886266466230154,9.0,11.0,26.0,49.0,12.449354909360409,6.3784140115603805,0.3189759648530922,0.1083516034697903,0.4273275683228825,1.230931088900579,1.3677012098895318,2.2625187868252397,0.1071155659201849,0.1374996165954032,True,-0.2438678809971045,-0.3421923824498899,0.4149722510199233,-0.0723659998748082,-0.0608635030754698,False,,245622.0,69.0,74.0,24.0,2100000.0,ST,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Joelinton,Hoffenheim,1819,"FW,MF",21,2130,23.7,0.3,0.21,0.51,2.37,1.01,0.13,0.2531645569620253,1.181434599156118,2.3628691983122363,0.1687763713080168,2019,F M S,2149.0,8.931487414985895,8.931487414985895,5.146287014707923,7.0,7.0,42.0,56.0,17.74460858106613,6.656126203015447,0.374050194206017,0.215526212807684,0.5895764070137011,1.7589576547231272,1.9543973941368076,-1.9314874149858952,-0.0808905850854958,0.1594908466961767,True,-0.946461613418614,-0.297328068798651,0.2987181515998893,0.6991147497087201,-0.0614891952271638,False,,,,,,,,,,
GER-Bundesliga,Wout Weghorst,Wolfsburg,1819,FW,25,2925,32.5,0.4,0.22,0.62,2.25,1.08,0.18,0.3692307692307692,1.2,1.1692307692307693,0.8923076923076924,2019,F S,2933.0,12.712311571463944,15.743415473029016,4.727676076814532,13.0,17.0,37.0,74.0,18.034685615450144,3.535672997124493,0.3900811597107926,0.1450701830594299,0.5351513427702226,1.1353562904875554,1.261506989430617,0.2876884285360574,0.0088278072172673,0.1717879942089722,True,-0.8821281130458299,-0.2689595610673907,0.461473890787937,0.4403277550066957,-0.0623215070796469,False,,223689.0,77.0,79.0,25.0,11000000.0,ST,FIFA 19,"Aug 21, 2018",190002.0
GER-Bundesliga,Jordi Osei-Tutu,Bochum,2223,"MF,DF",23,749,8.3,0.0,0.0,0.0,1.44,0.6,0.0,1.686746987951807,2.7710843373493974,0.9638554216867468,0.36144578313253,2023,D F M S,738.0,0.7449084091931581,0.7449084091931581,0.1610347032546997,0.0,0.0,5.0,12.0,1.6405659839510918,0.8293641693890095,0.0908424889259949,0.019638378445695,0.11048086737169,0.6097560975609757,0.6775067750677507,-0.7449084091931581,-0.0908424889259949,0.0620757007660965,True,-0.1518515881948132,2.131705985846778,-0.654565463644389,-1.5789476945438294,-0.0634146901340633,False,,233442.0,66.0,75.0,23.0,1900000.0,RW,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Ludovic Ajorque,Mainz 05,2223,"FW,MF",28,1211,13.5,0.45,0.07,0.52,2.38,1.11,0.19,0.2962962962962963,1.4074074074074074,1.7037037037037035,0.3703703703703703,2023,F M S,1243.0,4.543117884546518,4.543117884546518,1.8128424733877184,6.0,6.0,13.0,32.0,7.654449883848429,2.897698262706399,0.3289465885834164,0.1312597124737688,0.4602063010571852,0.9412711182622686,1.0458567980691875,1.4568821154534817,0.1054862352299383,0.1419724338920787,True,-0.9225544339363092,0.0479653838899218,0.5312263504399574,0.0839698456072817,-0.064848213499787,False,,,,,,,,,,
GER-Bundesliga,Takuma Asano,Bochum,2223,"MF,FW",27,1713,19.0,0.16,0.16,0.32,2.73,0.95,0.06,1.5789473684210529,1.263157894736842,0.5789473684210527,0.3684210526315789,2023,F M S,1742.0,6.078744154423475,6.078744154423475,2.3218653481453657,3.0,3.0,22.0,51.0,8.61979965120554,1.970587301068008,0.3140568162446112,0.1199586000763966,0.4340154163210079,1.1366245694603905,1.2629161882893225,-3.0787441544234753,-0.1590625567727398,0.1191910618514407,True,-0.2116030587365581,-0.1724523409864046,0.1592132322958485,-0.0405657969992334,-0.0663519911065869,False,,232610.0,73.0,73.0,27.0,3200000.0,RW,FIFA 23,"Sep 1, 2022",230001.0
ITA-Serie A,Luka Jović,Milan,2324,FW,25,877,9.7,0.62,0.1,0.72,2.26,1.33,0.27,0.1030927835051546,1.2371134020618555,0.8247422680412372,0.2061855670103093,2024,,,,,,,,,,,,,,,,,,,,False,-1.0296438100709628,-0.2122491327723781,1.0427443878881066,,-0.0663828516517447,False,,,,,,,,,,
ITA-Serie A,Krzysztof Piątek,Salernitana,2223,FW,27,2140,23.8,0.13,0.21,0.34,2.44,0.84,0.05,0.5882352941176471,1.8067226890756305,1.638655462184874,0.9663865546218487,2023,,,,,,,,,,,,,,,,,,,,False,-0.7607376807395841,0.6581315069094775,-0.096545786428226,,-0.0663839867527775,False,,,,,,,,,,
ENG-Premier League,Moussa Diaby,Aston Villa,2324,"MF,FW",24,2174,24.2,0.25,0.33,0.58,2.24,0.95,0.11,1.859504132231405,0.6198347107438017,0.6611570247933884,0.2479338842975206,2024,F M S,2233.0,6.457844961434603,6.457844961434603,8.6211255826056,6.0,6.0,46.0,54.0,17.952719137072563,6.211081475019455,0.2602803611863476,0.347470354874386,0.6077507160607337,1.8540080609046128,2.0600089565606807,-0.4578449614346027,-0.0184532228074851,0.1195897215080482,False,-0.0560952816119925,-1.1554700992493416,0.1592132322958485,0.7855321914599435,-0.0667049892763855,False,,,,,,,,,,
GER-Bundesliga,Robin Hack,Gladbach,2425,MF,25,2172,24.1,0.17,0.29,0.46,2.4,0.99,0.07,2.5311203319502074,0.871369294605809,0.7883817427385892,0.3734439834024896,2025,,,,,,,,,,,,,,,,,,,,True,0.3161699986138604,-0.7711174614058,0.2522165118318757,,-0.0675769836533545,False,,239367.0,76.0,78.0,25.0,9500000.0,LM,FC 25,"Aug 7, 2024",250001.0
ENG-Premier League,Jean-Philippe Mateta,Crystal Palace,2324,FW,26,2282,25.4,0.55,0.2,0.75,1.81,1.14,0.3,0.7874015748031497,0.8661417322834646,1.3779527559055118,0.9448818897637796,2024,F S,2303.0,10.768185935914516,12.290523625910282,3.52706278860569,14.0,16.0,32.0,46.0,15.486321330070496,2.852151058614254,0.4208149084812447,0.1378357147088632,0.5586506231901079,1.2505427702996093,1.3894919669995658,3.2318140640854836,0.1262975535248343,0.2340909986068373,False,-0.6503432451646647,-0.7791053386083514,0.6009788100919773,0.5520650260977621,-0.0691011868958191,False,,,,,,,,,,
GER-Bundesliga,Marvin Pieringer,Heidenheim,2425,FW,24,2206,24.5,0.16,0.16,0.33,2.45,0.82,0.07,0.4489795918367347,1.8775510204081631,2.0408163265306123,0.6122448979591837,2025,,,,,,,,,,,,,,,,,,,,True,-0.8379247156180707,0.766359391774209,-0.1430474261962397,,-0.0715375833467004,False,,260290.0,72.0,75.0,24.0,3200000.0,ST,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Ragnar Ache,Köln,2526,FW,27,1718,19.1,0.37,0.21,0.58,2.72,1.15,0.13,0.0523560209424083,1.5183246073298429,0.9424083769633508,0.5235602094240838,2026,,,,,,,,,,,,,,,,,,,,True,-1.057766322811247,0.2174503020982077,0.6242296299759841,,-0.0720287969123517,False,,235360.0,73.0,74.0,26.0,3600000.0,ST,FC 26,"Aug 7, 2025",260001.0
ENG-Premier League,Taiwo Awoniyi,Nottingham Forest,2324,FW,25,1042,11.6,0.52,0.26,0.78,1.9,0.95,0.27,0.0862068965517241,1.3793103448275863,0.7758620689655172,1.120689655172414,2024,F S,1066.0,5.060870740562677,5.060870740562677,1.6294344998896122,6.0,6.0,10.0,22.0,6.060688458383083,1.5500111253932118,0.4272780174959108,0.1375695168762336,0.5648475343721445,0.8442776735459662,0.9380863039399624,0.9391292594373226,0.0792885866316688,0.2300395791164853,False,-1.039003366081096,0.0050322016912712,0.1592132322958485,0.5815308621702804,-0.0733067674809239,False,,,,,,,,,,
GER-Bundesliga,Jonathan Burkardt,Frankfurt,2526,FW,25,1336,14.8,0.61,0.07,0.67,2.76,1.41,0.22,0.3378378378378378,1.0135135135135134,0.8108108108108107,0.1351351351351351,2026,,,,,,,,,,,,,,,,,,,,True,-0.8995286736740482,-0.5539166906308431,1.2287509469601603,,-0.0748981391149102,False,,244257.0,82.0,85.0,24.0,42000000.0,ST,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Yan Diomandé,RB Leipzig,2526,"FW,MF",18,2472,27.5,0.44,0.29,0.73,1.93,0.95,0.23,1.6363636363636365,1.2363636363636363,0.6909090909090909,0.2545454545454545,2026,,,,,,,,,,,,,,,,,,,,True,-0.179778211325019,-0.2133947979904592,0.1592132322958485,,-0.0779865923398766,False,,78012.0,66.0,78.0,18.0,2000000.0,LM,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Fabian Klos,Arminia,2021,FW,32,2709,30.1,0.13,0.07,0.2,1.79,0.7,0.07,0.9634551495016612,1.8604651162790695,1.5946843853820598,0.4651162790697674,2021,,,,,,,,,,,,,,,,,,,,True,-0.5527597840341192,0.740251600864782,-0.4220572648043211,,-0.078188482657886,False,,,,,,,,,,
GER-Bundesliga,Jeong Woo-yeong,Union Berlin,2526,"MF,FW",25,1197,13.3,0.3,0.08,0.38,1.65,0.6,0.18,2.3308270676691727,1.5037593984962403,0.9774436090225564,0.3007518796992481,2026,,,,,,,,,,,,,,,,,,,,True,0.2051508954621668,0.1951942117030663,-0.654565463644389,,-0.0847401188263852,False,,,,,,,,,,
GER-Bundesliga,Finn Porath,Holstein Kiel,2425,MF,27,1970,21.9,0.09,0.14,0.23,1.32,0.55,0.07,3.8356164383561646,1.6894977168949772,1.4155251141552512,0.0,2025,D F M S,1929.0,2.533776681870222,2.533776681870222,2.0393906868994236,2.0,2.0,22.0,29.0,6.645405821502209,2.6454396676272154,0.1182166414558424,0.0951504208506729,0.2133670623065153,1.026438569206843,1.1404872991187145,-0.5337766818702221,-0.0249040442552203,0.0873716097196628,True,1.0392296996872867,0.4790081172467362,-0.7708195630644227,-1.089731750500171,-0.0855783741576426,False,,229472.0,70.0,70.0,27.0,1700000.0,RM,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Marco Grüll,Werder Bremen,2526,"MF,FW",27,2006,22.3,0.13,0.04,0.18,1.93,0.58,0.07,3.094170403587444,1.2556053811659191,1.4798206278026906,0.0896860986547085,2026,,,,,,,,,,,,,,,,,,,,True,0.6282589458235632,-0.1839928157345047,-0.7010671034124025,,-0.0856003244411146,False,,256548.0,75.0,75.0,26.0,6000000.0,LM,FC 26,"Aug 7, 2025",260001.0
