league,player,team,season,pos,age,minutes,nineties,goals_per90,assists_per90,ga_per90,shots_per90,sot_per90,g_per_sh,crosses_per90,fouls_drawn_per90,fouls_committed_per90,offsides_per90,season_end_year,us_position,us_minutes,npxg,xg,xa,np_goals,goals_us,key_passes,shots_us,xg_chain,xg_buildup,npxg_per90,xa_per90,npxg_xa_per90,key_passes_per90,key_passes_per100,goals_minus_npxg,goals_minus_npxg_per90,npxg_per_shot,in_bundesliga,crosses_per90_z,fouls_drawn_per90_z,sot_per90_z,npxg_xa_per90_z,winger_score,likely_winger,side_review,sofifa_player_id,fc_overall,fc_potential,fc_age,fc_value_eur,fc_pos,fifa_edition,sofifa_update,sofifa_version_id
GER-Bundesliga,Ondrej Duda,Hertha BSC,1819,MF,23,2563,28.5,0.39,0.18,0.56,1.9,0.7,0.2,1.7894736842105263,1.543859649122807,2.701754385964912,0.2105263157894736,2019,,,,,,,,,,,,,,,,,,,,True,-0.094911951560915,0.2564686371513114,-0.4220572648043211,,-0.0868335264046415,False,,222148.0,73.0,80.0,23.0,5500000.0,CAM,FIFA 19,"Aug 21, 2018",190002.0
ITA-Serie A,Rômulo,Genoa,1819,MF,31,1351,15.0,0.0,0.13,0.13,0.87,0.2,0.0,6.733333333333333,1.2666666666666666,1.2666666666666666,0.2666666666666666,2019,D M S,2141.0,1.274153096601367,2.0354121159762144,3.031920412555337,0.0,1.0,36.0,17.0,4.6714080441743135,2.4235683791339397,0.0535608494601228,0.1274511149602897,0.1810119644204126,1.5133115366651098,1.681457262961233,-1.274153096601367,-0.0535608494601228,0.0749501821530215,False,2.645384215280435,-0.1670908287596831,-1.58459825900466,-1.243577752551288,-0.0874706562587989,False,,,,,,,,,,
GER-Bundesliga,Ritsu Doan,Freiburg,2324,MF,25,2246,25.0,0.28,0.08,0.36,1.48,0.76,0.19,2.44,1.4,1.04,0.08,2024,D M S,2264.0,5.619689551182091,5.619689551182091,3.5378279890865088,7.0,7.0,31.0,37.0,10.873915130272508,3.092355154454708,0.2233975528296767,0.1406380384354177,0.3640355912650945,1.232332155477032,1.3692579505300353,1.3803104488179088,0.0548709984070723,0.1518835013832997,True,0.2656635696118218,0.0366466358557319,-0.2825523455002802,-0.3733144830637292,-0.0883891557741139,False,,232639.0,78.0,81.0,25.0,18500000.0,RM,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Niclas Füllkrug,Dortmund,2324,FW,30,2212,24.6,0.37,0.33,0.69,2.16,1.1,0.17,0.2032520325203252,1.5040650406504064,1.056910569105691,0.4471544715447154,2024,,,,,,,,,,,,,,,,,,,,True,-0.9741272651790222,0.1956612423848364,0.5079755305559506,,-0.090163497412745,False,,,,,,,,,,
ENG-Premier League,Sébastien Haller,West Ham United,1920,FW,25,2266,25.2,0.28,0.04,0.32,2.22,1.07,0.13,0.3174603174603174,1.507936507936508,1.8253968253968256,0.7142857142857143,2020,,,,,,,,,,,,,,,,,,,,False,-0.9108235818921968,0.2015769643539252,0.4382230709039301,,-0.0903411822114471,False,,205693.0,83.0,85.0,25.0,32000000.0,ST,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Patrik Schick,Leverkusen,2526,FW,29,1988,22.1,0.54,0.14,0.68,3.26,1.54,0.17,0.0,0.9049773755656108,0.995475113122172,0.2714932126696832,2026,,,,,,,,,,,,,,,,,,,,True,-1.0867863625538807,-0.7197632723657529,1.531011605452249,,-0.0918460098224615,False,,234236.0,85.0,85.0,29.0,54000000.0,ST,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Karim Onisiwo,Mainz 05,2324,"FW,MF",31,1493,16.6,0.06,0.18,0.24,1.99,0.42,0.03,1.2650602409638554,2.650602409638554,1.867469879518072,0.9036144578313252,2024,F M S,1513.0,2.4827874237671494,2.4827874237671494,1.9092329498380425,1.0,1.0,16.0,33.0,5.308682337403297,2.115310536697507,0.1476872889220379,0.1135697062031882,0.2612569951252262,0.9517514871116988,1.0575016523463316,-1.4827874237671494,-0.0882028209775568,0.0752359825383984,True,-0.3855852817845801,1.947605867218391,-1.073080221556511,-0.86201880311268,-0.0932696098088451,False,,229071.0,76.0,76.0,31.0,6500000.0,ST,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Ilyas Ansah,Union Berlin,2526,"MF,FW",20,1892,21.0,0.24,0.05,0.29,1.57,0.57,0.15,0.9047619047619048,2.047619047619047,1.0,0.4285714285714285,2026,,,,,,,,,,,,,,,,,,,,True,-0.5852924376680816,1.0262286068448911,-0.7243179232964093,,-0.0944605847065332,False,,276372.0,69.0,80.0,20.0,3100000.0,ST,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Lars Stindl,Gladbach,1920,"MF,FW",30,1432,15.9,0.44,0.19,0.63,2.14,0.94,0.21,1.0062893081761006,1.4465408805031446,1.320754716981132,0.1886792452830188,2020,,,,,,,,,,,,,,,,,,,,True,-0.5290175483809959,0.1077625433158297,0.1359624124118417,,-0.0950975308844415,False,,187072.0,80.0,80.0,30.0,14500000.0,CF,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Florian Niederlechner,Hertha BSC,2223,FW,31,781,8.7,0.12,0.0,0.12,2.3,0.81,0.05,0.4597701149425288,1.8390804597701151,0.9195402298850576,1.149425287356322,2023,,,,,,,,,,,,,,,,,,,,True,-0.8319437146990282,0.7075751831237375,-0.1662982460802462,,-0.0968889258851789,False,,,,,,,,,,
GER-Bundesliga,Renato Steffen,Wolfsburg,1920,"MF,FW",27,1585,17.6,0.34,0.17,0.51,1.65,0.57,0.21,2.1590909090909087,1.6477272727272725,1.875,0.2272727272727272,2020,D F M S,1600.0,4.36342644225806,4.36342644225806,2.784995010122657,6.0,6.0,25.0,29.0,9.012082893401384,2.555261126719415,0.2454427373770158,0.1566559693193994,0.4020987066964153,1.40625,1.5625,1.63657355774194,0.0920572626229841,0.1504629807675193,True,0.109960503650867,0.4151815843173269,-0.7243179232964093,-0.1923272965828597,-0.0978757829777687,False,,210537.0,76.0,76.0,27.0,8000000.0,RW,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Mattias Svanberg,Wolfsburg,2324,MF,24,1715,19.1,0.05,0.16,0.21,2.2,0.58,0.02,2.827225130890052,1.7277486910994764,2.1989528795811517,0.1047120418848167,2024,M S,1764.0,2.8561502965167165,2.8561502965167165,2.828930059447885,1.0,1.0,26.0,42.0,8.328636918216944,4.603605476208031,0.1457219539039141,0.1443331662983614,0.2900551202022755,1.326530612244898,1.473922902494331,-1.8561502965167165,-0.0947015457406487,0.0680035784884932,True,0.4802957835483408,0.5374567910229436,-0.7010671034124025,-0.7250859332054918,-0.1021001155116524,False,,228946.0,76.0,80.0,24.0,10500000.0,CM,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Erling Haaland,Dortmund,1920,FW,19,1063,11.8,1.1,0.17,1.27,2.79,1.61,0.39,0.5084745762711864,0.5932203389830508,0.847457627118644,0.2542372881355932,2020,,,,,,,,,,,,,,,,,,,,True,-0.8049476714940651,-1.1961376839358475,1.6937673446402963,,-0.1024393369298721,False,,,,,,,,,,
GER-Bundesliga,Ansgar Knauff,Frankfurt,2526,"MF,FW",23,1326,14.7,0.27,0.07,0.34,2.31,0.95,0.12,2.653061224489796,0.8163265306122449,1.7687074829931977,0.4761904761904762,2026,,,,,,,,,,,,,,,,,,,,True,0.3837597329759064,-0.8552245102668505,0.1592132322958485,,-0.1040838483316985,False,,257540.0,77.0,81.0,23.0,15000000.0,RM,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Jean Mattéo Bahoya,Frankfurt,2526,"MF,FW",20,1331,14.8,0.2,0.27,0.47,1.96,0.61,0.1,2.22972972972973,1.4864864864864864,0.8783783783783783,0.2027027027027027,2026,,,,,,,,,,,,,,,,,,,,True,0.1491143840530141,0.1688006669576228,-0.631314643760382,,-0.1044665309165816,False,,269728.0,75.0,86.0,20.0,12500000.0,LM,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Maximilian Philipp,Wolfsburg,2021,MF,26,1111,12.3,0.49,0.16,0.65,2.43,1.3,0.2,1.3008130081300813,0.975609756097561,1.3008130081300813,0.4878048780487805,2021,M S,1129.0,3.5855443216860294,3.5855443216860294,0.8755121044814587,6.0,6.0,14.0,30.0,5.242055645212531,1.3832858875393867,0.2858272709935718,0.0697928161234112,0.3556200871169831,1.1160318866253325,1.2400354295837024,2.4144556783139706,0.1924721089887133,0.1195181440562009,True,-0.3657681393547857,-0.6118348063957723,0.9729919282360862,-0.4133295580602302,-0.1044851438936755,False,,,,,,,,,,
ENG-Premier League,Taiwo Awoniyi,Nottingham Forest,2223,FW,24,1404,15.6,0.64,0.06,0.71,2.24,0.96,0.29,0.1923076923076923,1.217948717948718,1.6025641025641026,0.8974358974358975,2023,F S,1426.0,8.0510318800807,8.0510318800807,1.02802275121212,10.0,10.0,10.0,35.0,7.681166335940361,0.7168999258428812,0.5081296418003247,0.0648822213247481,0.5730118631250728,0.6311360448807853,0.7012622720897616,1.9489681199193,0.1230064030804607,0.23002948228802,False,-0.9801935242684376,-0.241533363907623,0.1824640521798553,0.6203516174803267,-0.1047278046289696,False,,,,,,,,,,
ENG-Premier League,Matheus Cunha,Wolves,2223,FW,23,965,10.7,0.19,0.0,0.19,2.42,0.65,0.08,0.7476635514018692,1.9626168224299068,1.869158878504673,0.2803738317757009,2023,,,,,,,,,,,,,,,,,,,,False,-0.6723693464160831,0.8963425729946104,-0.5383113642243549,,-0.1047793792152758,False,,,,,,,,,,
GER-Bundesliga,Jakub Kamiński,Köln,2526,"MF,FW",23,3016,33.5,0.21,0.09,0.3,1.85,0.75,0.11,3.4328358208955225,0.835820895522388,0.417910447761194,0.208955223880597,2026,,,,,,,,,,,,,,,,,,,,True,0.8159753477355224,-0.8254365166587485,-0.3058031653842871,,-0.1050881114358377,False,,252495.0,74.0,79.0,23.0,6500000.0,LM,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Kevin Behrens,Union Berlin,2324,FW,32,1262,14.0,0.29,0.0,0.29,2.92,0.93,0.1,0.4285714285714285,1.4285714285714286,1.5714285714285714,0.5714285714285714,2024,F S,1916.0,8.321831177920103,8.321831177920103,2.096348625607789,5.0,5.0,24.0,52.0,11.046282581984997,3.755228543654084,0.3909002119064766,0.0984714907644577,0.4893717026709344,1.1273486430062631,1.2526096033402925,-3.321831177920103,-0.1560359112801718,0.1600352149600019,True,-0.8492366086606075,0.0803046639876068,0.1127115925278351,0.2226490871996168,-0.1083928162363871,False,,244706.0,74.0,74.0,32.0,3400000.0,ST,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Florian Niederlechner,Augsburg,2223,"FW,MF",31,910,10.1,0.4,0.1,0.49,2.77,1.48,0.14,0.297029702970297,1.188118811881188,1.3861386138613865,0.7920792079207921,2023,F M S,1721.0,5.472676767036319,5.472676767036319,0.501115882769227,5.0,5.0,9.0,48.0,6.477931981906295,2.1252606473863125,0.286194601413869,0.0262059438984488,0.3124005453123178,0.4706565950029052,0.5229517722254503,-0.4726767670363188,-0.0247187153011439,0.1140140993132566,True,-0.9221479192615132,-0.2871143846469822,1.3915066861482082,-0.6188351553709038,-0.1091476932827977,False,,211899.0,74.0,74.0,31.0,3600000.0,ST,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Fisnik Asllani,Hoffenheim,2526,"FW,MF",22,2335,25.9,0.39,0.27,0.66,2.81,1.08,0.14,0.3861003861003861,1.4285714285714286,1.003861003861004,0.5405405405405406,2026,,,,,,,,,,,,,,,,,,,,True,-0.8727775752626437,0.0803046639876068,0.461473890787937,,-0.1103330068290332,False,,265577.0,73.0,79.0,22.0,4900000.0,ST,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Renato Steffen,Wolfsburg,2021,MF,28,1566,17.4,0.29,0.23,0.52,1.72,0.8,0.17,2.6436781609195403,1.0344827586206895,1.781609195402299,0.2298850574712644,2021,D M S,1594.0,4.376282874494791,4.376282874494791,3.0528148664161563,5.0,5.0,22.0,30.0,11.86967140249908,5.752101473510265,0.2470925085975728,0.1723672132857302,0.4194597218833031,1.2421580928481806,1.3801756587202008,0.623717125505209,0.0352161488679227,0.145876095816493,True,0.3785588626115216,-0.5218750343830784,-0.189549065964253,-0.1097770045870304,-0.11066056058071,False,,210537.0,78.0,78.0,28.0,14000000.0,RM,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Oscar Vilhelmsson,Darmstadt 98,2324,FW,19,1374,15.3,0.26,0.07,0.33,1.83,0.72,0.14,0.7843137254901961,1.830065359477124,2.0915032679738563,0.457516339869281,2024,,,,,,,,,,,,,,,,,,,,True,-0.6520547868014852,0.69379983054663,-0.3755556250363075,,-0.1112701937637209,False,,257264.0,66.0,79.0,19.0,2000000.0,ST,FC 24,"Aug 11, 2023",240001.0
ENG-Premier League,Fábio Silva,Wolves,2021,FW,18,1369,15.2,0.2,0.2,0.39,3.16,1.12,0.06,0.3289473684210526,1.381578947368421,1.3157894736842106,0.3289473684210526,2021,,,,,,,,,,,,,,,,,,,,False,-0.9044565075919386,0.0084986966654444,0.5544771703239642,,-0.1138268802008433,False,,,,,,,,,,
ENG-Premier League,Kai Havertz,Chelsea,2223,"FW,MF",23,2569,28.5,0.21,0.04,0.25,2.49,1.16,0.08,0.5263157894736842,0.8771929824561403,2.070175438596491,0.9824561403508772,2023,F M S,2613.0,12.015389770269394,12.77656376361847,3.5748752877116203,6.0,7.0,38.0,71.0,17.850972719490528,5.238859623670578,0.4138480977130675,0.1231300328718124,0.5369781305848799,1.3088404133180251,1.454267125908917,-6.015389770269394,-0.2071890850839056,0.1692308418347801,False,-0.7950585946147732,-0.7622186859257642,0.6474804498599909,0.449013990569019,-0.1151957100278819,False,,,,,,,,,,
GER-Bundesliga,Marcel Sabitzer,Dortmund,2324,MF,29,1961,21.8,0.14,0.14,0.28,2.16,0.92,0.06,1.4220183486238531,1.2844036697247705,0.6880733944954128,0.0458715596330275,2024,,,,,,,,,,,,,,,,,,,,True,-0.2985861088101453,-0.1399881385126785,0.0894607726438283,,-0.1163711582263318,False,,204923.0,80.0,80.0,29.0,20500000.0,CM,FC 24,"Aug 11, 2023",240001.0
ENG-Premier League,Benjamin Šeško,Manchester Utd,2526,FW,22,1643,18.3,0.6,0.05,0.66,3.34,1.86,0.18,0.1092896174863388,0.3278688524590163,0.9289617486338796,0.3825136612021858,2026,,,,,,,,,,,,,,,,,,,,False,-1.0262090118342848,-1.601602977158385,2.2750378417404664,,-0.1175913824174011,False,,,,,,,,,,
ITA-Serie A,Patrik Schick,Roma,1819,"FW,MF",22,1314,14.6,0.21,0.0,0.21,2.33,0.96,0.09,0.2054794520547945,1.3013698630136987,1.8493150684931507,0.6164383561643836,2019,F M S,1316.0,5.993462722748518,5.993462722748518,1.806125164963305,3.0,3.0,18.0,34.0,8.583720074035227,2.378971017897129,0.409887268273075,0.1235191982117761,0.5334064664848511,1.231003039513678,1.3677811550151977,-2.993462722748518,-0.2047200950207953,0.1762783153749564,False,-0.9728926449338184,-0.1140632694762187,0.1824640521798553,0.432031002466395,-0.1181152149409466,False,,234236.0,77.0,87.0,22.0,14500000.0,ST,FIFA 19,"Aug 21, 2018",190002.0
GER-Bundesliga,Mark Uth,Schalke 04,1819,"FW,MF",26,1407,15.6,0.13,0.06,0.19,2.49,0.96,0.05,0.576923076923077,1.5384615384615383,1.6666666666666667,0.7051282051282052,2019,F M S,1407.0,4.775467859581113,4.775467859581113,1.6421177284792066,2.0,2.0,13.0,39.0,6.346375375986099,0.5594970881938934,0.3054670272653164,0.1050395135487765,0.4105065408140929,0.8315565031982942,0.9239516702203268,-2.775467859581113,-0.1775352575425019,0.1224478938354131,True,-0.7670078476975514,0.2482201568025095,0.1824640521798553,-0.1523486919911772,-0.1221680826765909,False,,200318.0,80.0,81.0,26.0,17500000.0,ST,FIFA 19,"Aug 21, 2018",190002.0
GER-Bundesliga,Christoph Baumgartner,RB Leipzig,2425,"MF,FW",24,1610,17.9,0.11,0.06,0.17,2.18,0.84,0.05,0.782122905027933,1.6201117318435756,2.458100558659218,0.223463687150838,2025,,,,,,,,,,,,,,,,,,,,True,-0.6532691208119668,0.3729841821901188,-0.096545786428226,,-0.125610241683358,False,,242187.0,80.0,84.0,24.0,30000000.0,CAM,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Leonardo Bittencourt,Werder Bremen,2223,MF,28,1629,18.1,0.17,0.11,0.28,1.38,0.5,0.12,2.707182320441989,2.209944751381215,2.3756906077348066,0.1657458563535911,2023,D M S,1672.0,1.257541323080659,1.257541323080659,1.8335773339495065,3.0,3.0,15.0,25.0,6.353984758257866,3.5570593550801277,0.0676906214576909,0.0986973445307748,0.1663879659884658,0.8074162679425837,0.8971291866028708,1.742458676919341,0.0937926321308257,0.0503016529232263,True,0.4137581233649542,1.2742673117930188,-0.8870736624844567,-1.3131137403785156,-0.1280404919262498,False,,203106.0,75.0,75.0,28.0,5500000.0,CAM,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Kenan Karaman,Düsseldorf,1920,"FW,MF",25,1354,15.0,0.4,0.07,0.47,2.13,0.73,0.19,1.2666666666666666,1.6,0.8,0.5333333333333333,2020,,,,,,,,,,,,,,,,,,,,True,-0.384694867713762,0.342252832778855,-0.3523048051523006,,-0.1315822800290692,False,,212240.0,73.0,76.0,25.0,5000000.0,LM,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Nicolai Müller,Hannover 96,1819,"MF,FW",30,899,10.0,0.3,0.0,0.3,2.0,0.8,0.15,1.8,1.3,1.3,0.1,2019,,,,,,,,,,,,,,,,,,,,True,-0.0890773962021329,-0.1161564626058292,-0.189549065964253,,-0.131594308257405,False,,,,,,,,,,
GER-Bundesliga,Ruben Vargas,Augsburg,2324,"MF,FW",24,1962,21.8,0.18,0.23,0.41,2.25,0.78,0.08,2.8899082568807337,1.2844036697247705,1.5137614678899085,0.7798165137614679,2024,D F M S,2017.0,4.296662529930472,4.296662529930472,2.4807538092136383,4.0,4.0,28.0,49.0,8.264652723446488,3.8526919959113,0.1917201922130602,0.1106930306540542,0.3024132228671145,1.249380267724343,1.3882002974714922,-0.2966625299304724,-0.0132372968238683,0.0876869904067443,True,0.5150399595704849,-0.1399881385126785,-0.2360507057322666,-0.6663241054831482,-0.1318307475394021,False,,238581.0,74.0,77.0,24.0,6000000.0,LM,FC 24,"Aug 11, 2023",240001.0
ENG-Premier League,Justin Kluivert,Bournemouth,2324,MF,24,1916,21.3,0.33,0.05,0.38,2.63,0.94,0.13,1.3145539906103283,1.3145539906103283,2.44131455399061,0.2347417840375587,2024,M S,2029.0,7.296913180500269,7.296913180500269,1.6692864689975977,7.0,7.0,21.0,56.0,11.757105719298124,4.571535241790116,0.3236679084499873,0.0740442494873256,0.3977121579373129,0.9314933464760966,1.0349926071956628,-0.2969131805002689,-0.0131701262912884,0.1303020210803619,False,-0.3581517496731052,-0.0939175140034425,0.1359624124118417,-0.2131849985674377,-0.1323229624580359,False,,,,,,,,,,
ENG-Premier League,Georginio Rutter,Brighton,2526,"MF,FW",23,1786,19.8,0.15,0.15,0.3,2.12,0.71,0.07,1.0101010101010102,1.7171717171717171,1.5151515151515151,0.5555555555555556,2026,,,,,,,,,,,,,,,,,,,,False,-0.5269047877212502,0.521294847137856,-0.3988064449203143,,-0.1348054618345694,False,,,,,,,,,,
GER-Bundesliga,Ihlas Bebou,Hoffenheim,2324,"FW,MF",29,1636,18.2,0.39,0.28,0.66,2.09,0.77,0.18,1.9230769230769231,1.153846153846154,1.3186813186813189,0.3846153846153846,2024,D F M S,1615.0,5.354578691534698,5.354578691534698,2.886668909341097,7.0,7.0,15.0,38.0,12.528125173412263,4.379570780321956,0.2983975741412525,0.1608669980437763,0.4592645721850288,0.8359133126934986,0.9287925696594428,1.645421308465302,0.0916953051157134,0.1409099655667025,True,-0.0208579796994493,-0.3394840680496495,-0.2593015256162734,0.0794919972475771,-0.1350378940294488,False,,216258.0,77.0,77.0,29.0,10500000.0,ST,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Luca Pfeiffer,Darmstadt 98,2324,"FW,MF",26,1619,18.0,0.06,0.22,0.28,2.67,1.06,0.02,0.2777777777777778,1.4444444444444444,1.5555555555555556,0.0555555555555555,2024,,,,,,,,,,,,,,,,,,,,True,-0.9328189294749072,0.1045591240608704,0.4149722510199233,,-0.1377625181313711,False,,,,,,,,,,
ITA-Serie A,Ondrej Duda,Hellas Verona,2223,MF,27,1061,11.8,0.0,0.0,0.0,1.1,0.34,0.0,1.1864406779661016,2.2033898305084745,1.4406779661016949,0.0,2023,,,,,,,,,,,,,,,,,,,,False,-0.4291627500809774,1.2642511895977673,-1.2590867806285653,,-0.1413327803705918,False,,,,,,,,,,
GER-Bundesliga,Stevan Jovetić,Hertha BSC,2223,FW,32,892,9.9,0.4,0.2,0.61,2.72,0.61,0.15,0.8080808080808081,1.9191919191919191,0.8080808080808081,0.6060606060606061,2023,,,,,,,,,,,,,,,,,,,,True,-0.6388811026877762,0.8299879753430304,-0.631314643760382,,-0.1467359237017093,False,,181820.0,77.0,77.0,32.0,8500000.0,ST,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Yuya Kubo,Nürnberg,1819,"FW,MF",24,1357,15.1,0.07,0.0,0.07,1.99,0.73,0.03,1.390728476821192,1.52317880794702,1.3245033112582782,0.3311258278145695,2019,,,,,,,,,,,,,,,,,,,,True,-0.3159295452843184,0.2248676710467944,-0.3523048051523006,,-0.1477888931299415,False,,,,,,,,,,
GER-Bundesliga,Ruben Vargas,Augsburg,2021,"MF,FW",21,1612,17.9,0.33,0.17,0.5,2.12,0.73,0.16,1.0614525139664803,1.7318435754189945,1.5083798882681565,0.558659217877095,2021,F M S,1613.0,3.886008986271918,3.886008986271918,2.9152337135747075,6.0,6.0,25.0,38.0,7.051700482144952,1.281101660337299,0.2168262918564616,0.1626602816005726,0.3794865734570343,1.3949163050216988,1.549907005579665,2.113991013728082,0.117953621348746,0.1022633943755767,True,-0.4984415344755689,0.5437139011415839,-0.3523048051523006,-0.299846251060205,-0.1517196723866226,False,,238581.0,74.0,83.0,21.0,9500000.0,LM,FIFA 21,"Aug 24, 2020",210001.0
ENG-Premier League,Sébastien Haller,West Ham United,2021,FW,26,937,10.4,0.29,0.0,0.29,2.4,1.06,0.12,0.1923076923076923,1.4423076923076923,2.3076923076923075,1.0576923076923077,2021,,,,,,,,,,,,,,,,,,,,False,-0.9801935242684376,0.1012941005894695,0.4149722510199233,,-0.1546423908863482,False,,205693.0,81.0,83.0,26.0,32500000.0,ST,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Rayan Philippe,Hamburger SV,2526,"FW,MF",24,1285,14.3,0.35,0.0,0.35,2.73,1.12,0.13,2.167832167832168,0.6293706293706294,1.6783216783216783,0.1398601398601398,2026,,,,,,,,,,,,,,,,,,,,True,0.114805632663842,-1.1408989201207758,0.5544771703239642,,-0.1572053723776565,False,,251961.0,72.0,77.0,24.0,3600000.0,ST,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Moritz Broschinski,Bochum,2425,"FW,MF",23,1390,15.4,0.06,0.19,0.26,2.46,0.78,0.03,1.818181818181818,1.1688311688311688,1.818181818181818,0.3246753246753247,2025,F M S,1342.0,4.342191630974412,4.342191630974412,2.26239719055593,1.0,1.0,11.0,37.0,8.05997022241354,1.6537080090492964,0.2912051019282392,0.1517255940015154,0.4429306959297547,0.7377049180327868,0.819672131147541,-3.342191630974412,-0.2241410184707131,0.117356530566876,True,-0.0789995278551456,-0.3165865008476176,-0.2360507057322666,0.0018256718753721,-0.1574527656399144,False,,243960.0,69.0,76.0,23.0,2800000.0,ST,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Andrej Ilic,Union Berlin,2526,FW,25,2257,25.1,0.2,0.4,0.6,2.83,1.04,0.07,0.7171314741035856,1.2749003984063745,1.5139442231075697,0.6374501992031872,2026,,,,,,,,,,,,,,,,,,,,True,-0.689292750461551,-0.1545094315423965,0.3684706112519098,,-0.1584438569173459,False,,277799.0,72.0,75.0,25.0,3100000.0,ST,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Aymen Barkok,Eintracht Frankfurt,2021,"MF,FW",22,977,10.9,0.18,0.28,0.46,1.75,0.55,0.11,3.761467889908257,0.6422018348623852,2.110091743119266,0.091743119266055,2021,D F M S,951.0,2.0234119072556496,2.0234119072556496,3.198934099636972,2.0,2.0,26.0,19.0,6.219773769378662,3.1459713373333216,0.1914900858601561,0.3027382428678522,0.4942283287280083,2.460567823343849,2.7339642481598316,-0.0234119072556495,-0.0022156379106292,0.106495363539771,True,0.9981304376714843,-1.1212924405594027,-0.7708195630644227,0.2457419705828885,-0.1620598988423631,False,,236624.0,69.0,79.0,22.0,3100000.0,CM,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Christoph Baumgartner,Hoffenheim,2223,"MF,FW",22,2567,28.5,0.25,0.11,0.35,2.28,0.7,0.11,0.9824561403508772,1.7543859649122806,2.3157894736842106,0.3157894736842105,2023,F M,2628.0,7.250016514211893,7.250016514211893,4.0532108983024955,7.0,7.0,23.0,65.0,14.899143129587172,5.3768909545615315,0.2482882367880785,0.1388085924076197,0.3870968291956982,0.7876712328767124,0.8751902587519025,-0.2500165142118931,-0.0085622093908182,0.1115387156032599,True,-0.5422278624008801,0.5781593707545986,-0.4220572648043211,-0.2636600703197997,-0.1624464566926005,False,,242187.0,78.0,84.0,22.0,22500000.0,CAM,FIFA 23,"Sep 1, 2022",230001.0
